50,1059,307,1078,293,1050,285,1080,282,1008,255,1086,334,940,295,1163,349,809,316,1109,344,744,391,910,539,828,478,792,634,723,589,745,651,709,641
51,1050,298,1075,286,1038,277,1076,275,996,245,1082,325,929,290,1165,339,802,310,1129,338,738,385,904,541,827,474,775,636,721,589,738,647,715,642
52,1036,288,1056,274,1024,268,1058,262,983,238,1064,314,913,278,1159,325,788,305,1150,325,725,372,887,518,813,460,775,610,704,575,716,643,701,626
53,1027,283,1050,268,1018,259,1053,259,975,227,1059,312,910,275,1163,319,782,295,1159,314,721,368,884,518,810,457,755,617,706,574,710,644,708,605
54,1017,278,1042,263,1008,255,1051,257,972,228,1054,305,907,270,1155,312,779,291,1157,305,717,366,883,507,806,442,758,601,702,568,708,642,711,567
55,1019,281,1040,267,1008,258,1047,255,968,229,1052,309,909,270,1163,313,779,295,1183,287,716,371,875,505,799,449,757,607,699,569,707,638,696,593
56,1006,285,1027,269,994,263,1034,262,956,237,1041,312,892,274,1143,320,772,302,1189,281,707,377,868,510,791,452,766,607,695,570,703,649,687,620
57,982,269,1007,258,974,247,1012,251,941,218,1019,301,875,266,1117,312,763,297,1164,280,700,361,851,489,776,441,757,555,692,549,703,628,685,590
58,949,257,968,242,937,236,979,232,902,211,992,286,834,260,1087,290,727,296,1155,211,670,366,842,487,758,436,742,587,663,550,678,642,658,600
59,942,253,961,237,931,232,969,231,893,213,985,278,830,250,1077,284,722,292,1141,202,668,360,834,479,751,428,751,574,662,545,686,643,658,593
60,948,243,965,230,936,223,974,222,902,202,997,260,844,241,1089,267,733,277,1150,192,670,348,850,459,762,411,765,545,676,533,699,635,663,576
61,931,215,950,199,920,196,962,192,886,175,974,248,820,219,1064,251,716,260,1128,165,655,331,826,441,749,397,746,541,658,511,691,612,662,535
62,928,181,945,165,919,161,957,156,887,142,975,211,819,188,1066,210,715,225,1132,127,662,296,837,411,751,370,753,509,667,486,698,586,663,534
63,926,158,947,141,915,138,965,135,883,115,972,191,818,169,1065,191,713,210,1132,101,660,279,836,387,752,344,771,480,674,456,705,557,662,473
64,899,171,920,155,884,150,933,148,849,128,940,208,792,178,1039,200,696,220,1100,105,632,285,806,391,730,347,742,496,646,467,688,567,641,487
65,872,181,895,165,860,161,912,159,830,143,919,216,775,193,1015,211,676,231,1073,119,613,296,784,403,710,364,726,502,632,473,675,573,622,494
66,865,175,885,161,856,155,902,156,824,138,911,215,763,190,1002,214,662,231,1064,125,608,293,777,407,701,368,720,505,625,476,669,576,618,492
67,868,175,887,158,859,154,902,153,827,135,914,210,766,186,1013,212,668,222,1072,110,610,288,785,400,706,359,723,500,626,471,674,576,623,474
68,879,165,897,150,867,144,916,146,838,125,925,205,778,181,1031,197,675,215,1082,107,616,280,791,395,715,354,731,496,631,468,684,569,635,468
69,877,175,895,161,864,156,912,158,833,136,924,215,775,190,1020,214,674,230,1067,122,617,291,788,403,712,368,738,501,637,477,685,574,635,482
70,880,163,900,148,869,143,922,143,840,125,930,201,781,177,1028,199,677,214,1077,111,627,284,793,392,719,350,739,491,637,462,691,567,638,468
71,868,148,889,132,858,127,910,130,831,106,920,188,772,164,1020,182,669,207,1058,93,615,277,782,380,704,338,726,471,626,453,675,549,631,475
72,821,115,842,98,813,93,866,88,789,69,875,154,732,131,983,142,632,174,1016,46,573,243,753,339,673,303,697,433,601,408,650,517,592,436
73,823,104,844,91,815,84,867,85,788,61,870,146,732,126,969,137,628,168,1015,43,581,238,746,344,667,308,694,442,596,421,647,513,604,451
74,813,90,832,74,802,71,857,64,776,51,864,127,724,112,957,120,619,154,1003,25,577,228,744,327,669,292,698,426,592,400,651,501,597,406
75,811,76,829,61,799,56,853,52,769,36,853,119,719,104,950,105,612,149,990,14,571,221,740,321,663,287,692,423,587,394,647,490,593,415
76,821,89,840,72,808,69,862,64,780,49,869,129,727,117,965,120,622,156,1019,17,577,227,751,332,669,298,700,433,593,404,657,498,599,426
77,843,86,864,68,828,65,888,59,798,43,889,125,747,110,984,121,639,154,1040,19,590,224,770,326,687,291,717,432,606,400,670,505,619,431
78,854,80,876,61,840,58,900,52,809,37,898,119,762,103,999,114,649,140,1060,10,604,216,779,321,698,284,723,425,616,395,674,497,619,409
79,875,86,896,71,866,66,920,66,835,40,932,128,777,109,1033,125,672,152,1082,13,616,225,799,332,714,291,740,439,635,413,692,515,651,455
80,890,96,909,81,878,76,932,74,848,50,937,140,790,119,1047,125,681,161,1099,24,629,238,808,341,726,300,752,446,645,418,701,517,649,425
81,903,119,924,102,891,99,944,93,861,74,957,155,799,134,1066,145,695,177,1115,49,637,253,819,357,736,317,760,462,660,428,710,537,654,439
82,884,86,906,68,875,65,926,57,847,40,939,119,781,100,1041,115,678,151,1120,14,627,226,803,329,722,287,741,431,640,401,688,506,638,405
83,890,83,911,64,878,59,931,50,845,33,946,115,788,98,1043,112,685,149,1121,-3,633,222,804,328,726,287,745,431,642,409,693,505,641,402
84,884,67,906,49,869,43,922,41,826,22,930,101,773,91,1023,97,675,135,1096,-29,624,209,805,314,723,276,738,413,649,388,695,499,632,389
85,942,66,965,46,928,42,987,35,886,16,995,99,830,90,1092,90,722,137,1140,-20,673,218,864,319,772,285,790,429,686,412,743,495,693,420
86,962,72,984,54,949,51,1002,47,914,25,1017,107,849,97,1126,100,737,146,1137,91,686,229,877,330,787,290,813,440,703,412,760,510,708,423
87,962,53,984,31,949,31,1000,15,907,3,1009,78,843,71,1122,74,733,125,1179,-25,686,206,873,306,789,268,815,411,700,394,756,493,700,393
88,958,20,978,1,946,-2,991,-1,902,-18,1002,49,838,44,1118,41,723,101,1168,-29,675,187,868,287,785,248,807,393,700,378,752,469,693,377
89,958,5,981,-10,944,-13,994,-12,908,-29,1005,35,839,28,1112,28,726,89,1154,-8,675,174,869,281,780,237,803,381,698,369,747,469,688,361
90,950,-2,971,-20,930,-25,980,-20,890,-29,995,31,828,20,1118,11,713,86,1175,-61,664,171,864,280,771,237,793,384,691,367,739,456,684,361
91,984,-13,1011,-35,966,-38,1026,-31,921,-48,1036,15,856,15,1156,3,742,79,1157,-5,690,167,890,270,795,227,827,382,717,358,774,449,708,362
92,1014,-9,1040,-24,996,-33,1051,-19,949,-40,1060,20,879,16,1179,2,761,83,1172,-8,713,174,911,275,816,236,842,393,728,366,789,456,731,367
93,998,-12,1018,-32,980,-39,1039,-35,938,-42,1045,17,867,7,1160,-1,749,73,1067,-2,696,162,897,266,802,226,834,378,717,359,777,448,714,356
94,991,-24,1017,-50,979,-51,1035,-42,939,-51,1033,5,869,0,1155,-5,746,61,1070,14,697,148,894,257,798,218,829,362,717,350,769,448,707,349
95,968,-15,986,-23,949,-31,1006,-18,908,-29,1019,19,842,12,1152,-3,728,73,1220,-118,671,162,865,273,774,234,803,387,690,364,747,454,694,393
96,975,12,994,-2,962,-4,1002,-3,925,-18,1024,41,851,28,1146,25,729,88,1164,-1,675,175,874,292,784,247,807,389,693,375,747,473,694,392
97,993,50,1016,27,979,25,1029,12,933,0,1049,67,869,66,1162,63,742,119,1192,-5,691,204,887,315,797,275,822,415,707,400,760,489,696,406
98,1001,74,1021,56,987,51,1023,32,939,14,1045,96,866,89,1160,92,748,138,1182,52,696,218,885,345,793,305,811,448,710,428,757,526,701,442
99,995,101,1011,82,981,81,1010,61,936,48,1034,116,865,108,1158,110,740,156,1210,10,680,244,871,357,783,314,799,466,689,444,741,545,687,465
100,976,119,990,102,960,100,985,91,908,71,998,135,844,132,1106,141,721,172,1156,-10,663,257,850,361,761,322,779,474,673,450,715,552,657,479
101,934,134,955,116,921,112,962,105,882,85,974,159,811,145,1075,156,690,177,1151,65,634,260,827,374,741,340,758,476,660,457,688,566,640,481
102,908,145,926,127,892,125,934,117,850,102,949,172,777,155,1046,167,663,195,1120,81,603,276,800,390,710,352,729,503,629,475,671,575,618,506
103,897,140,916,123,884,119,928,109,846,91,941,164,776,151,1036,163,656,186,1118,75,606,271,796,383,707,346,732,482,626,472,663,566,611,492
104,879,136,900,117,866,114,911,106,829,90,925,161,765,148,1023,165,649,188,1109,77,594,266,784,378,699,342,719,470,621,469,651,565,601,498
105,841,149,859,131,824,128,866,125,782,108,876,176,717,166,977,170,607,198,1059,83,554,284,747,391,657,360,677,494,595,480,615,568,568,520
106,780,130,798,113,767,108,803,105,724,86,813,158,671,146,912,152,556,190,989,50,507,273,695,368,612,341,627,464,553,443,569,549,522,509
107,761,113,778,93,748,93,789,79,709,68,802,141,650,132,899,129,534,172,959,48,488,266,680,366,597,333,617,468,532,461,562,544,510,488
108,755,109,771,88,741,87,790,76,701,68,801,139,644,133,895,130,528,175,952,45,487,269,676,369,595,336,614,466,541,450,561,545,507,491
109,736,106,754,84,720,83,768,74,680,64,782,138,620,133,873,128,510,177,933,43,474,269,659,370,577,339,602,470,515,469,547,544,493,487
110,740,99,757,79,724,78,775,67,684,59,785,129,631,129,878,118,516,174,936,30,477,268,663,362,582,330,604,464,532,450,551,543,497,486
111,739,93,755,73,723,72,765,59,679,51,776,124,625,123,876,111,506,170,933,23,471,265,661,358,577,329,601,455,525,454,550,541,494,481
112,715,98,733,77,699,76,749,66,661,55,760,130,606,132,856,118,494,176,914,23,456,272,644,367,561,340,584,466,509,464,542,548,486,491
113,709,98,724,76,693,76,736,62,648,55,753,129,597,127,848,112,485,181,903,22,447,280,637,369,554,338,580,465,504,468,531,550,478,490
114,710,110,728,87,695,87,740,70,652,63,755,134,596,139,848,117,491,193,905,27,461,295,644,373,556,345,586,479,507,480,543,557,490,503
115,717,111,734,88,702,90,742,75,660,69,760,139,603,144,857,118,495,195,912,28,470,299,653,374,564,346,594,484,512,485,549,565,501,531
116,715,111,732,90,699,90,744,76,656,68,760,141,602,143,855,118,492,197,911,29,467,302,647,378,562,350,593,485,521,474,545,560,490,510
117,694,125,712,105,678,103,725,91,638,81,737,150,580,159,840,131,470,214,887,37,447,322,619,403,535,381,566,510,488,506,521,590,461,546
118,709,119,727,98,694,98,739,86,654,78,753,145,603,149,854,123,483,211,904,36,466,316,637,399,550,369,568,512,497,515,527,572,478,523
119,726,107,744,88,711,87,754,75,667,66,768,133,619,139,870,115,499,202,921,24,484,308,656,387,567,358,588,495,519,492,546,567,495,527
120,724,106,742,84,710,82,752,70,664,57,765,132,610,134,869,114,499,197,922,17,475,298,651,378,564,354,587,488,514,493,531,555,482,529
121,737,93,755,73,723,71,762,59,677,46,771,120,622,124,878,97,505,183,932,9,479,288,659,366,577,341,598,475,521,484,541,542,494,516
122,736,91,753,70,720,70,756,56,668,43,774,119,616,122,875,99,505,180,928,3,477,280,657,365,572,342,591,474,525,471,543,548,492,519
123,742,88,759,67,726,67,763,53,677,41,776,120,621,118,879,94,509,176,931,0,482,274,660,365,576,337,595,471,525,472,542,532,497,500
124,744,76,759,57,728,57,757,39,681,32,776,101,621,107,883,81,508,167,934,-14,486,269,662,352,579,325,603,458,531,456,547,521,500,497
125,737,64,752,44,721,44,760,28,674,19,773,93,620,97,882,71,509,159,936,-28,487,259,666,341,579,316,607,449,530,454,554,523,504,480
126,730,53,747,34,716,31,755,18,668,10,768,83,615,87,873,62,502,152,922,-30,482,252,659,338,574,314,597,449,524,446,546,527,495,487
127,726,43,744,23,711,20,752,11,664,0,765,75,612,79,870,51,502,144,918,-28,480,245,659,332,574,305,608,441,525,444,558,516,502,460
128,716,38,732,18,700,17,741,8,656,2,753,74,606,75,856,45,495,138,903,-27,476,237,657,327,571,301,605,436,525,435,559,517,504,469
129,711,42,728,20,695,18,737,9,650,4,753,80,598,80,849,49,488,139,897,-25,468,237,651,330,564,302,603,437,521,432,556,521,502,472
130,713,37,731,17,699,17,738,6,654,-2,755,69,601,73,857,43,489,131,898,-39,468,229,656,318,569,293,601,431,519,427,556,515,502,463
131,719,38,737,17,703,17,746,7,658,0,764,74,607,74,864,52,499,129,894,-28,471,228,660,322,571,294,606,427,524,422,560,515,509,468
132,710,34,727,16,694,14,739,8,651,0,757,69,601,70,850,44,487,126,895,-27,461,226,650,320,566,291,601,424,519,420,555,509,495,449
133,706,33,721,14,688,13,730,6,643,0,751,69,597,68,845,41,486,128,877,-21,453,227,647,322,559,292,595,424,513,423,550,511,495,461
134,702,26,717,7,685,6,728,1,642,-5,749,61,598,61,838,33,487,119,880,-27,461,218,651,308,563,284,600,416,518,411,560,499,499,445
135,723,17,738,0,705,0,737,-6,659,-9,767,50,614,52,853,26,501,109,860,-4,472,208,663,301,575,276,611,409,526,402,571,486,514,429
136,736,0,754,-15,719,-16,763,-19,685,-26,781,39,633,33,872,10,517,95,878,-13,483,195,679,288,594,260,627,400,542,390,586,474,526,411
137,733,-3,749,-17,717,-18,759,-18,683,-27,784,29,631,24,880,3,526,83,882,-29,494,179,683,282,596,252,630,385,547,382,592,463,532,408
138,754,-19,771,-34,736,-35,777,-34,698,-43,803,18,645,16,902,-4,534,76,1016,-22,507,174,695,272,609,243,647,382,557,377,608,452,548,402
139,730,-8,749,-22,716,-25,763,-19,684,-30,779,25,630,24,883,1,527,78,984,-16,493,172,679,279,596,249,632,383,548,383,591,466,531,415
140,721,19,738,1,705,-1,752,-1,667,-9,773,55,621,52,863,34,511,103,918,-24,480,192,664,306,579,280,615,408,531,400,578,484,519,422
141,702,34,724,15,688,11,741,8,655,-3,758,66,610,64,850,52,499,115,888,-35,464,206,658,315,570,283,604,411,521,411,565,502,506,437
142,689,58,706,38,674,36,726,27,644,18,746,87,597,84,834,67,491,133,865,-38,458,222,641,332,556,305,589,436,504,429,549,523,490,461
143,663,79,682,61,651,59,701,54,620,44,718,111,574,108,806,88,466,155,836,-25,429,245,615,351,531,321,563,448,474,446,525,537,461,477
144,649,93,669,75,637,71,686,64,606,54,707,122,562,116,794,100,453,156,825,-11,420,242,598,354,518,321,549,450,459,446,504,548,441,479
145,625,99,642,81,611,79,660,74,580,59,677,128,527,125,763,108,419,160,795,10,390,249,567,358,486,327,521,462,421,460,479,551,416,483
146,613,102,631,83,600,81,646,72,568,65,666,133,514,125,746,120,408,164,784,22,376,249,556,359,476,328,510,461,414,450,468,554,404,494
147,602,114,620,96,589,93,636,86,561,75,664,143,509,133,741,132,401,168,771,29,365,257,547,368,464,337,501,473,400,466,457,569,392,509
148,600,129,617,110,588,109,634,99,557,90,657,158,505,145,734,149,397,184,763,44,359,267,539,380,456,349,491,489,390,480,444,586,380,514
149,584,158,601,141,571,137,616,132,541,119,635,187,485,170,716,173,377,200,744,78,340,291,517,406,433,376,469,512,370,500,422,604,359,532
150,589,151,605,132,577,130,621,125,546,113,644,182,490,168,718,173,379,198,746,80,345,288,520,400,438,368,472,505,375,491,428,600,373,530
151,581,154,596,135,568,132,611,127,538,114,636,186,479,172,712,173,372,202,740,84,340,290,517,400,434,367,470,508,372,494,423,603,364,532
152,581,157,596,139,568,137,614,131,539,120,633,189,478,173,708,174,370,203,737,85,341,296,518,402,433,372,472,513,374,501,430,606,369,531
153,583,149,597,131,571,130,615,124,542,114,639,182,486,168,715,164,377,198,740,76,348,291,521,399,439,370,476,512,381,497,439,601,381,535
154,583,155,599,137,570,135,614,131,539,117,637,188,486,174,711,173,379,206,738,81,348,292,522,404,441,375,479,516,383,505,439,607,384,544
155,597,163,613,145,585,143,628,137,556,126,654,192,502,180,730,175,394,212,752,87,365,297,539,410,453,382,496,532,395,515,452,621,398,552
156,607,166,624,147,596,147,638,142,566,131,659,198,510,186,734,182,403,219,763,92,375,306,546,416,462,386,503,532,408,516,462,621,404,545
157,614,172,631,155,604,153,645,150,571,138,668,205,519,195,744,182,410,228,770,93,379,314,549,422,469,392,511,536,415,524,468,632,411,545
158,625,179,641,161,613,159,660,156,583,141,677,207,532,201,755,186,424,235,784,92,395,319,562,429,479,398,520,545,423,525,475,632,427,553
159,639,180,655,162,627,159,671,157,597,145,693,210,544,201,768,189,440,239,795,92,409,321,578,434,492,402,530,552,435,530,484,638,439,559
160,654,180,669,163,641,160,684,156,610,144,708,207,559,199,782,182,454,233,804,87,421,320,589,433,504,400,545,537,449,526,497,629,451,550
161,672,172,690,154,662,152,704,151,629,137,729,206,576,194,808,182,469,230,830,83,436,319,606,430,520,399,556,539,463,527,511,633,464,550
162,689,170,707,152,679,150,722,148,646,135,744,203,594,191,826,179,486,227,854,83,452,315,623,428,536,395,570,536,478,523,525,628,478,552
163,710,163,727,146,698,143,743,142,665,127,765,199,611,185,846,179,504,219,880,85,467,309,637,419,552,387,588,535,492,519,544,624,491,533
164,730,167,746,150,717,146,762,144,686,127,779,200,623,185,858,181,521,216,897,85,483,301,655,419,569,386,603,530,509,512,556,619,501,550
165,739,169,756,151,726,147,771,145,694,129,788,205,636,186,871,175,528,216,909,83,489,302,665,420,579,387,607,530,517,518,559,628,505,554
166,760,175,779,158,750,155,795,152,715,137,812,209,656,194,893,189,552,226,929,95,508,308,681,427,594,393,624,538,534,513,573,630,524,549
167,781,169,800,152,769,148,819,146,734,128,832,206,675,190,916,184,569,221,958,84,525,313,698,428,612,392,637,534,545,515,590,619,541,538
168,789,171,806,154,775,150,821,147,740,129,834,205,683,187,920,179,576,217,962,84,533,297,705,423,620,386,637,532,553,511,586,624,538,534
169,803,158,821,140,790,136,835,134,753,120,851,197,690,175,929,175,585,202,977,74,543,282,716,413,630,375,654,520,562,502,594,611,549,519
170,816,152,834,134,803,130,854,129,766,112,867,188,705,171,947,165,596,202,988,67,552,291,730,412,641,374,664,515,573,503,609,606,558,526
171,826,152,844,134,813,130,857,129,774,110,874,188,715,170,963,161,607,202,1004,59,569,293,745,413,653,374,678,520,585,504,620,606,572,542
172,840,166,859,150,830,144,865,146,790,128,890,198,726,179,973,183,624,214,1012,84,580,304,748,438,656,397,674,553,589,518,617,644,568,561
173,830,211,847,193,816,192,841,187,773,172,862,241,711,220,950,230,605,255,996,125,562,341,727,470,646,432,652,582,575,554,593,650,560,576
174,819,226,838,208,806,203,850,201,767,185,869,255,713,239,956,240,606,268,994,143,563,352,732,492,647,449,651,618,574,580,600,652,562,640
175,824,223,844,206,811,200,857,200,775,184,872,261,721,241,959,241,611,272,998,137,571,365,747,495,654,450,670,597,586,575,618,648,580,591
176,837,229,854,211,824,208,869,205,795,192,895,267,734,246,977,249,627,285,1019,147,582,372,758,508,670,462,681,634,597,595,669,656,608,651
177,849,247,866,229,835,227,882,221,802,211,907,276,745,263,992,263,637,297,1027,164,594,387,772,526,684,481,693,646,610,615,692,653,612,626
178,855,277,872,259,839,255,886,252,805,242,906,303,756,294,995,294,640,327,1034,191,602,420,776,550,692,506,704,659,611,644,700,645,619,640
179,857,290,874,272,842,270,886,267,808,258,902,322,758,309,994,313,643,340,1031,210,606,425,779,568,689,524,711,664,613,657,709,642,621,642
180,850,300,865,282,835,279,878,277,804,267,904,334,755,319,992,324,639,350,1024,221,603,437,779,579,684,539,804,642,612,656,844,887,596,462
181,845,312,862,294,830,291,877,288,800,278,894,346,752,331,995,336,643,363,1026,231,610,456,787,590,689,552,805,645,623,660,813,899,607,487
182,850,331,866,314,835,310,884,311,806,300,903,370,759,350,1004,352,653,382,1035,233,613,469,783,637,674,611,836,654,644,647,829,909,607,486
183,835,346,852,330,820,324,867,328,791,318,894,382,746,375,991,371,644,407,1015,263,611,507,798,649,677,628,1078,1070,642,610,866,994,603,546
184,826,365,843,351,812,346,860,352,785,343,886,405,738,396,989,393,633,431,999,283,604,531,791,654,669,640,1086,1049,648,655,868,1004,597,563
185,811,391,828,377,797,371,841,383,771,368,873,430,726,417,974,418,628,460,988,304,581,553,790,652,663,642,841,647,637,645,862,999,576,597
186,820,424,836,407,803,404,852,406,775,397,879,457,738,450,977,449,631,486,1002,352,588,576,795,662,672,647,839,645,639,647,856,971,575,635
187,844,420,861,402,829,400,877,401,798,393,895,461,749,448,995,451,648,481,1025,353,607,563,809,661,696,647,869,650,667,647,834,939,597,627
188,832,401,851,385,818,382,866,383,792,374,889,439,745,427,995,429,648,468,1020,328,608,555,803,649,692,638,851,651,682,647,858,936,601,578
189,825,372,841,354,811,353,858,348,785,341,884,402,740,393,986,393,651,447,1008,299,609,539,794,644,686,626,1036,980,649,607,861,934,598,570
190,835,335,854,317,820,317,872,313,794,311,895,369,755,367,1001,365,661,424,1022,267,630,513,800,635,700,613,1065,1013,661,664,858,956,624,550
191,833,317,852,302,822,300,868,297,798,294,889,352,759,345,1002,347,664,398,1024,241,631,494,799,617,698,592,1067,1046,656,656,899,959,625,540
192,836,291,854,277,826,273,870,273,803,262,895,325,762,310,1007,310,665,367,1023,204,634,460,804,580,707,551,756,658,650,656,749,639,668,638
193,835,260,854,245,822,243,871,240,796,232,893,295,755,283,996,281,655,345,1021,176,626,439,796,531,713,501,742,646,650,624,740,647,673,626
